ID,Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,BGG Rank,Complexity Average,Owned Users,Mechanics,Domains,Mech Not Defined,Mech_Acting,Mech_Action,Mech_tokens,Mech_construcc_farm,Mech_roll_thng,Mech_cards,Mech_role_camp,Mech_board,Mech_money,Mech_score,Mech_turnbased,Mech_team,Mech_skill,Mech_solo,Abstract,Children,Customizable,Family,Party,Strategy,Thematic,Wargames,Domain_Not Defined
6581.0,Korea: The Forgotten War,2003,2,2,360,16,293,8.08,3159,4.25,1169,"Dice Rolling, Hexagon Grid, Simulation",Wargames,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
110524.0,"Goblins, Inc.",2012,2,4,60,13,1057,6.42,3160,2.36,1630,"Dice Rolling, Team-Based Game, Tile Placement",Thematic Games,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
200785.0,Legendary Inventors,2016,2,5,40,10,1180,6.39,3161,1.97,1746,"Action Retrieval, Area Majority / Influence, Set Collection, Variable Player Powers",Family Games,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5534.0,Light Speed,2003,2,5,10,10,1203,6.35,3162,1.16,1661,Tile Placement,"Party Games, Thematic Games",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
286160.0,Godspeed,2020,2,5,90,10,419,7.32,3163,2.65,1211,"Auction/Bidding, Worker Placement",Strategy Games,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140457.0,Ultimate Werewolf: Inquisition,2013,3,12,60,8,877,6.55,3164,1.68,1769,"Player Elimination, Role Playing, Team-Based Game, Traitor Game, Variable Player Powers, Voting",Party Games,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1431.0,War at Sea (Second Edition),1976,2,2,120,12,976,6.5,3165,1.94,2067,"Area Movement, Dice Rolling",Wargames,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4471.0,Fist of Dragonstones,2002,3,6,45,8,2116,6.16,3166,1.86,2326,"Auction/Bidding, Set Collection","Family Games, Strategy Games",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
197072.0,High Treason: The Trial of Louis Riel,2016,2,2,45,13,395,7.32,3167,2.75,971,"Hand Management, Simulation",Not Defined,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6539.0,Formula Dé Mini,2003,2,6,60,8,894,6.52,3168,1.74,1062,"Push Your Luck, Roll / Spin and Move",Family Games,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14080.0,The Mighty Endeavor,2005,1,2,360,12,393,7.38,3169,2.85,1356,"Dice Rolling, Hexagon Grid, Simulation",Wargames,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
219512.0,Tudor,2018,2,4,120,12,557,6.93,3170,2.91,1520,"Pattern Recognition, Set Collection, Worker Placement",Not Defined,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1800.0,Mythos,1996,1,10,45,10,811,6.64,3171,2.53,1587,Set Collection,Customizable Games,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
167298.0,Sheep & Thief,2014,2,4,30,10,728,6.64,3172,1.66,1101,"Card Drafting, Tile Placement",Not Defined,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1679.0,Carrier: The Southwest Pacific Campaign - 1942-1943,1990,1,1,360,12,394,7.4,3173,4.03,1320,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Scenario / Mission / Campaign Game, Simulation, Solo / Solitaire Game, Variable Set-up",Wargames,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2375.0,Sequence,1982,2,12,30,7,7513,6.02,3174,1.34,15373,"Hand Management, Pattern Building, Team-Based Game",Family Games,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
33665.0,Battle Above the Clouds,2010,2,2,180,0,266,8.14,3175,3.76,1015,Hexagon Grid,Wargames,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
109969.0,Mutant Meeples,2012,2,7,45,8,774,6.63,3176,2.46,1253,"Grid Movement, Modular Board, Variable Player Powers",Abstract Games,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
191177.0,Space Race: The Card Game,2017,1,4,60,13,596,6.94,3177,3.0,1341,"Card Drafting, Hand Management, Simulation, Simultaneous Action Selection",Strategy Games,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
209671.0,Zona: The Secret of Chernobyl,2019,1,4,180,18,464,7.47,3178,2.81,1073,"Action Points, Dice Rolling, Push Your Luck, Time Track, Variable Player Powers",Thematic Games,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
285157.0,Legendary: A James Bond Deck Building Game,2019,1,5,45,14,304,7.86,3179,2.11,870,"Cooperative Game, Deck Bag and Pool Building, Solo / Solitaire Game",Not Defined,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
12140.0,Stalingrad Pocket: The Wehrmacht's Greatest Disaster - 2nd Edition,1996,2,2,900,15,420,7.33,3180,2.66,1213,"Dice Rolling, Hexagon Grid, Ratio / Combat Results Table, Zone of Control",Wargames,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112869.0,Munchkin Apocalypse,2012,3,6,90,10,1348,6.46,3181,2.07,3867,"Dice Rolling, Hand Management, Variable Player Powers",Party Games,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20295.0,WeyKick,2001,2,4,10,3,501,6.94,3182,1.03,286,Team-Based Game,"Family Games, Party Games",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
145601.0,Deadline,2017,2,4,60,14,632,6.78,3183,2.06,1402,"Cooperative Game, Hand Management, Set Collection, Variable Player Powers",Thematic Games,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
101786.0,Dust Tactics: Revised Core Set,2011,2,4,45,14,445,7.37,3184,2.53,1096,"Action Points, Dice Rolling, Modular Board",Wargames,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
65200.0,Asteroyds,2010,2,6,30,10,1154,6.36,3185,2.15,1739,"Action Queue, Dice Rolling, Grid Movement, Modular Board, Player Elimination, Programmed Movement, Set Collection, Simultaneous Action Selection, Team-Based Game, Variable Player Powers",Family Games,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
17394.0,The Burning Blue,2006,2,2,300,12,339,7.67,3186,4.05,1150,"Dice Rolling, Hexagon Grid, Simulation",Wargames,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
267009.0,Rome & Roll,2020,1,4,90,14,447,7.14,3187,3.17,1518,"Dice Rolling, Drafting, Line Drawing, Paper-and-Pencil, Variable Player Powers",Not Defined,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316622.0,Gods Love Dinosaurs,2020,2,5,45,10,358,7.43,3188,2.4,958,"Drafting, Tile Placement",Not Defined,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
163920.0,Gaïa,2014,2,5,30,8,1440,6.26,3189,1.98,2200,"Area Majority / Influence, Card Drafting, Hand Management, Memory, Modular Board, Set Collection, Tile Placement","Family Games, Strategy Games",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
159059.0,The King's Abbey,2016,1,5,180,12,590,6.95,3190,3.21,1316,"Dice Rolling, Worker Placement",Strategy Games,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
96026.0,18OE: On the Rails of the Orient Express,2014,2,8,720,14,267,8.13,3191,4.54,584,"Auction/Bidding, Network and Route Building, Stock Holding, Tile Placement",Strategy Games,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5451.0,Hanafuda,1701,2,7,60,8,726,6.72,3192,1.71,1966,"Hand Management, Push Your Luck, Set Collection",Family Games,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
194286.0,Catacombs & Castles,2017,2,8,60,14,579,6.86,3193,2.18,1946,Flicking,Not Defined,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
250561.0,Kick-Ass: The Board Game,2018,1,4,90,18,431,7.33,3194,2.86,1193,Cooperative Game,Thematic Games,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
137290.0,Nosferatu,2013,5,8,20,10,821,6.6,3195,1.39,1656,"Hand Management, Team-Based Game",Party Games,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5419.0,Magna Grecia,2003,2,4,90,12,809,6.56,3196,2.95,1197,"Hexagon Grid, Network and Route Building, Tile Placement",Strategy Games,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35248.0,Batavia,2008,3,5,60,10,1138,6.4,3197,2.41,2009,"Auction/Bidding, Set Collection, Stock Holding","Family Games, Strategy Games",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
21287.0,Bison: Thunder on the Prairie,2006,2,4,90,10,1292,6.32,3198,2.73,2135,"Action Points, Area Majority / Influence, Area Movement, Modular Board, Tile Placement",Strategy Games,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22245.0,Royal Visit,2006,2,2,30,12,1198,6.35,3199,1.67,1878,"Hand Management, Tug of War","Family Games, Strategy Games",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
1830.0,Nippon Rails,1992,2,4,240,10,593,6.88,3200,2.62,1171,"Crayon Rail System, Network and Route Building, Pick-up and Deliver",Strategy Games,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13532.0,Guderian's Blitzkrieg II,2001,1,6,4500,12,281,8.14,3201,4.4,1034,"Dice Rolling, Hexagon Grid, Simulation",Wargames,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7804.0,Dracula,2003,2,2,30,12,1667,6.22,3202,1.92,2588,"Hand Management, Memory, Secret Unit Deployment","Family Games, Strategy Games",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1552.0,Illuminati: New World Order,1994,2,6,120,12,1253,6.38,3203,2.88,2469,"Action Points, Deck Bag and Pool Building, Dice Rolling, Hand Management, Tile Placement, Variable Player Powers",Customizable Games,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
292034.0,Funkoverse Strategy Game: DC Comics 100,2019,2,4,60,10,504,7.07,3204,2.25,2525,"Action Points, Dice Rolling, Grid Movement, Variable Player Powers",Not Defined,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
205885.0,X nimmt!,2016,2,4,25,8,591,6.81,3205,1.3,1190,Pattern Building,Not Defined,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5336.0,Talisman (Third Edition),1994,2,8,120,9,1591,6.34,3206,2.09,2142,"Dice Rolling, Role Playing, Roll / Spin and Move, Variable Player Powers",Thematic Games,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2535.0,Valley of the Mammoths,1991,3,6,180,12,1130,6.41,3207,2.52,1675,"Dice Rolling, Modular Board, Player Elimination",Thematic Games,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1447.0,1841: Railways in Northern Italy,1994,2,8,300,14,266,7.99,3208,4.38,319,"Network and Route Building, Stock Holding, Tile Placement",Strategy Games,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
153425.0,North Wind,2014,2,4,60,10,981,6.46,3209,1.94,2058,"Dice Rolling, Memory, Push Your Luck, Trading",Family Games,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
29285.0,Case Blue,2007,2,2,22500,12,289,8.26,3210,4.58,711,"Dice Rolling, Hexagon Grid, Simulation",Wargames,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3406.0,Lines of Action,1969,2,2,20,10,452,7.15,3211,2.71,389,"Grid Movement, Pattern Building, Static Capture",Abstract Games,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3243.0,Wooly Wars,2002,2,4,30,7,2643,6.1,3212,1.66,4005,"Enclosure, Hand Management, Player Elimination, Tile Placement",Family Games,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
256669.0,Scorpius Freighter,2018,2,4,75,14,463,7.1,3213,2.36,931,"Card Drafting, Rondel, Set Collection, Tile Placement, Variable Player Powers",Strategy Games,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67181.0,PIX,2012,4,9,30,8,706,6.66,3214,1.42,991,Pattern Recognition,Not Defined,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35669.0,Bastogne: Screaming Eagles Under Siege 18-27 Dec' 44,2009,2,2,300,0,372,7.41,3215,2.63,1051,"Dice Rolling, Hexagon Grid",Wargames,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18803.0,Black Stories,2004,2,15,20,12,4079,6.04,3216,1.29,7039,Storytelling,"Party Games, Thematic Games",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
148291.0,Trieste,2013,3,3,25,13,724,6.62,3217,2.19,957,"Hand Management, Simultaneous Action Selection, Take That, Variable Player Powers","Family Games, Strategy Games",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
171226.0,Starfighter,2015,2,2,30,13,627,6.78,3218,2.82,1602,"Hand Management, Take That",Strategy Games,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24843.0,Graenaland,2006,3,5,90,12,661,6.72,3219,3.01,775,"Modular Board, Team-Based Game, Voting",Strategy Games,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8147.0,Maka Bana,2003,3,6,60,10,743,6.65,3220,2.05,1019,"Secret Unit Deployment, Simultaneous Action Selection","Family Games, Strategy Games",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2539.0,Urland,2001,3,5,90,12,768,6.57,3221,2.57,1159,"Action Points, Area Majority / Influence, Auction/Bidding, Variable Player Powers",Strategy Games,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
142124.0,Tsukiji,2017,2,4,30,8,412,7.33,3222,1.82,761,"Card Drafting, Commodity Speculation, Set Collection, Simultaneous Action Selection",Not Defined,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80979.0,Fortuna,2011,2,4,60,10,874,6.5,3223,2.41,1332,"Dice Rolling, Hand Management, Point to Point Movement, Worker Placement","Family Games, Strategy Games",0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
99358.0,Stonewall Jackson's Way II: Battles of Bull Run,2013,0,2,720,0,218,8.57,3224,3.74,699,"Dice Rolling, Hexagon Grid",Wargames,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
141932.0,The Agents,2013,2,5,40,8,1460,6.28,3225,2.37,3075,Hand Management,Strategy Games,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12896.0,La Bataille des Quatre Bras,1991,1,2,480,12,310,7.98,3226,4.0,1091,"Dice Rolling, Hexagon Grid, Solo / Solitaire Game",Wargames,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
73538.0,Pirate Fluxx,2011,2,6,40,8,2472,6.17,3227,1.42,6154,"Hand Management, Set Collection, Take That","Family Games, Party Games",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
215616.0,Ascension: Gift of the Elements,2017,1,4,60,13,337,7.65,3228,2.33,768,"Card Drafting, Deck Bag and Pool Building, Hand Management",Strategy Games,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36345.0,Monty Python Fluxx,2008,2,6,40,13,4837,6.06,3229,1.35,10753,"Hand Management, Set Collection, Singing",Party Games,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37728.0,Rock the Beat,2008,4,12,30,8,1249,6.32,3230,1.06,2212,"Acting, Memory, Pattern Recognition",Party Games,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
25900.0,Kingdom of Heaven: The Crusader States 1097-1291,2012,2,2,180,12,320,7.67,3231,3.32,1045,"Area Majority / Influence, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Simulation, Variable Phase Order, Variable Player Powers",Wargames,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
25823.0,Cartagena 2. The Pirate's Nest,2006,2,5,45,8,902,6.48,3232,1.56,1300,"Action Points, Hand Management, Modular Board, Race, Track Movement",Family Games,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
229713.0,War Room,2019,2,6,360,14,292,8.44,3233,3.61,650,"Secret Unit Deployment, Simulation, Simultaneous Action Selection, Team-Based Game",Wargames,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
276004.0,On the Origin of Species,2019,2,4,80,9,490,7.22,3234,2.39,1408,"Hand Management, Tile Placement",Strategy Games,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19947.0,Ark,2005,3,5,45,8,1370,6.26,3235,2.21,1835,"Card Drafting, Set Collection, Tile Placement","Family Games, Strategy Games",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
129090.0,Roll For It!,2011,2,4,30,8,2626,6.12,3236,1.04,5493,Dice Rolling,Family Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33468.0,Zombie in My Pocket,2007,1,1,5,11,1659,6.3,3237,1.3,2404,"Modular Board, Pick-up and Deliver, Prisoner's Dilemma, Tile Placement",Thematic Games,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
192927.0,Last Friday,2016,2,6,120,14,1148,6.45,3238,2.29,2691,"Campaign / Battle Card Driven, Hidden Movement, Memory, Point to Point Movement, Secret Unit Deployment, Team-Based Game, Variable Player Powers",Thematic Games,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
125943.0,Corporate America,2013,3,6,120,13,457,7.26,3239,2.17,616,"Auction/Bidding, Set Collection","Party Games, Thematic Games",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
142267.0,Bomb Squad,2013,2,6,30,10,852,6.49,3240,2.25,2007,"Action Queue, Communication Limits, Cooperative Game, Grid Movement, Hand Management, Memory, Modular Board, Programmed Movement, Variable Player Powers",Not Defined,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
125924.0,Clubs,2013,2,6,30,8,826,6.54,3241,1.43,1455,"Ladder Climbing, Push Your Luck, Trick-taking",Family Games,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31954.0,"A Victory Denied: Crisis at Smolensk, July-September, 1941",2009,2,2,240,0,388,7.37,3242,2.57,1257,"Chit-Pull System, Dice Rolling, Hexagon Grid, Ratio / Combat Results Table, Simulation, Zone of Control",Wargames,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
146408.0,Sentinel Tactics: The Flame of Freedom,2014,2,8,60,13,748,6.65,3243,2.5,2192,"Dice Rolling, Grid Movement, Modular Board, Roll / Spin and Move, Team-Based Game, Variable Player Powers",Thematic Games,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4985.0,Warmaster,2000,2,99,120,12,450,7.19,3244,2.91,767,"Dice Rolling, Line of Sight, Variable Player Powers","Thematic Games, Wargames",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
288513.0,Tranquility,2020,1,5,20,8,409,7.41,3245,1.46,763,"Communication Limits, Cooperative Game, Hand Management, Tile Placement",Family Games,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
119337.0,Aeroplanes: Aviation Ascendant,2012,3,5,120,14,745,6.6,3246,2.94,1197,"Area Majority / Influence, Card Drafting, Dice Rolling, Network and Route Building, Point to Point Movement",Strategy Games,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
298060.0,Truffle Shuffle,2020,2,4,30,14,429,7.2,3247,1.4,1084,"Card Drafting, Set Collection",Not Defined,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15826.0,Triumph of Chaos,2005,2,2,360,12,338,7.57,3248,4.35,802,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Movement Points, Point to Point Movement, Simulation",Wargames,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
135262.0,Electronic Catch Phrase,2000,4,99,20,8,841,6.55,3249,1.06,2016,"Hot Potato, Team-Based Game",Party Games,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
123576.0,Sheepland,2012,2,4,30,8,869,6.56,3250,1.79,1115,"Action Points, Area Movement, Dice Rolling, Point to Point Movement, Stock Holding",Family Games,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
113293.0,Article 27: The UN Security Council Game,2012,3,6,30,10,878,6.49,3251,2.12,1146,"Trading, Voting","Family Games, Thematic Games",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
98347.0,Empires of the Void,2012,2,4,120,12,672,6.72,3252,2.92,1181,"Action Points, Dice Rolling, Set Collection, Trading","Strategy Games, Thematic Games",0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
17104.0,Canasta,1939,2,6,45,12,1166,6.39,3253,2.14,1379,"Hand Management, Set Collection","Abstract Games, Family Games",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6707.0,Age of Mythology: The Boardgame,2003,2,4,120,10,3167,6.12,3254,2.93,4791,"Campaign / Battle Card Driven, Dice Rolling, Rock-Paper-Scissors, Secret Unit Deployment, Variable Phase Order, Variable Player Powers",Strategy Games,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
123160.0,Battle For Souls,2013,1,4,60,14,635,6.91,3255,2.36,1157,"Deck Bag and Pool Building, Hand Management, Push Your Luck, Set Collection, Team-Based Game",Thematic Games,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
108831.0,Kulami,2011,2,2,30,10,455,7.15,3256,1.67,867,"Area Majority / Influence, Modular Board",Abstract Games,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
271321.0,CABO (Second Edition),2019,2,4,45,8,414,7.23,3257,1.18,930,"Hand Management, Memory, Set Collection",Not Defined,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
95.0,Igel Ärgern,1990,2,6,30,8,1012,6.41,3258,1.38,1124,Roll / Spin and Move,Family Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11096.0,Tahuantinsuyu,2004,3,4,180,12,399,7.19,3259,3.27,527,"Hand Management, Line Drawing, Network and Route Building",Strategy Games,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3230.0,Tyros,2002,3,4,90,10,890,6.47,3260,2.47,1348,Trading,Strategy Games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29602.0,Okko: Era of the Asagiri,2008,2,2,40,12,757,6.71,3261,2.23,1912,"Area Majority / Influence, Dice Rolling, Die Icon Resolution, Grid Movement, Modular Board, Variable Player Powers","Thematic Games, Wargames",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
275969.0,Flotilla,2019,3,5,150,14,384,7.32,3262,3.85,766,"Action Retrieval, Deck Bag and Pool Building, Dice Rolling, Grid Movement, Hand Management, Market, Modular Board, Pick-up and Deliver, Tile Placement",Not Defined,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
253506.0,Versailles 1919,2020,1,4,120,13,303,7.69,3263,2.59,913,"Area Majority / Influence, Auction/Bidding, End Game Bonuses, Events, Negotiation, Simulation, Solo / Solitaire Game, Sudden Death Ending, Track Movement","Strategy Games, Wargames",0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
4553.0,Attribute,2002,3,8,30,8,1078,6.38,3264,1.18,1265,Hand Management,Party Games,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
58099.0,Granada,2009,2,6,60,8,481,6.98,3265,2.22,841,"Commodity Speculation, Set Collection, Tile Placement",Family Games,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38797.0,Uruk: Wiege der Zivilisation,2008,2,4,60,12,633,6.7,3266,2.5,742,"Action Points, Auction/Bidding, Card Drafting, Hand Management",Strategy Games,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
172225.0,Exploding Kittens,2015,2,5,15,7,21552,6.04,3267,1.07,43642,"Hand Management, Hot Potato, Player Elimination, Push Your Luck, Set Collection, Take That",Party Games,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
258104.0,Tribes: Dawn of Humanity,2018,2,4,45,10,562,6.91,3268,2.08,1051,"Closed Economy Auction, Grid Movement, Increase Value of Unchosen Resources, Tile Placement",Not Defined,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
